PERSON_ID,PERSON_TYPE,CRASH_DATE,CITY,ZIPCODE,SEX,AGE,AIRBAG_DEPLOYED,INJURY_CLASSIFICATION,HOSPITAL,DRIVER_ACTION,Hour,Day,WeekDay,Month
O1389135,2,7/30/2022 14:30,CHICAGO,60643,M,78,DID NOT DEPLOY,NO INDICATION OF INJURY,NONE,NONE,14,30,5,7
O1389222,2,7/30/2022 14:35,CHICAGO,60623,M,30,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,MOUNT SINAI,OTHER,14,30,5,7
O1389141,2,7/30/2022 15:13,CHICAGO,60612,F,26,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,IMPROPER TURN,15,30,5,7
O1389142,2,7/30/2022 15:13,CHICAGO,60707,F,36,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,15,30,5,7
O1389277,2,7/30/2022 15:30,CHICAGO,60613,M,35,NOT APPLICABLE,NONINCAPACITATING INJURY,JACKSON PARK,IMPROPER TURN,15,30,5,7
O1389278,2,7/30/2022 15:30,CHICAGO,60620,F,21,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,ST BENARD,NONE,15,30,5,7
O1389184,4,7/30/2022 15:40,CHICAGO,60607,M,28,NOT APPLICABLE,NONINCAPACITATING INJURY,ST MARY'S,NONE,15,30,5,7
O1389264,2,7/30/2022 15:54,CHICAGO,60639,M,18,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,15,30,5,7
O1389249,2,7/30/2022 17:32,CHICAGO,60639,M,53,NOT APPLICABLE,"REPORTED, NOT EVIDENT",MACNEAL,NONE,17,30,5,7
O1389290,2,7/30/2022 17:44,CHICAGO,60609,F,20,NOT APPLICABLE,NONINCAPACITATING INJURY,SAINT ANTHONY HOSPITAL,NONE,17,30,5,7
O1389259,2,7/30/2022 17:44,CHICAGO,60630,M,24,"DEPLOYED, SIDE",NO INDICATION OF INJURY,REFUSED,IMPROPER TURN,17,30,5,7
O1389260,2,7/30/2022 17:44,CHICAGO,60630,M,68,"DEPLOYED, FRONT",NO INDICATION OF INJURY,REFUSED,NONE,17,30,5,7
O1389330,2,7/30/2022 19:40,CHICAGO,60639,F,55,"DEPLOYED, COMBINATION",NO INDICATION OF INJURY,REFUSED,UNKNOWN,19,30,5,7
O1389331,2,7/30/2022 19:40,CHICAGO,60656,F,68,"DEPLOYED, FRONT","REPORTED, NOT EVIDENT",LUTHERAN GENERAL HOSPITAL,OTHER,19,30,5,7
O1389354,2,7/30/2022 20:05,CHICAGO,60618,M,42,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,SWEDISH,NONE,20,30,5,7
O1389353,2,7/30/2022 20:05,CHICAGO,60618,M,42,NOT APPLICABLE,NONINCAPACITATING INJURY,SWEDISH,FAILED TO YIELD,20,30,5,7
O1389405,2,7/30/2022 22:22,CHICAGO,60621,M,60,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,WRONG WAY/SIDE,22,30,5,7
O1389406,2,7/30/2022 22:22,CHICAGO,60612,M,29,DID NOT DEPLOY,NONINCAPACITATING INJURY,UNIVERSITY OF CHICAGO,NONE,22,30,5,7
O1389441,2,7/30/2022 23:05,CHICAGO,60632,F,26,DEPLOYMENT UNKNOWN,NONINCAPACITATING INJURY,HOLY CROSS,FAILED TO YIELD,23,30,5,7
O1389442,2,7/30/2022 23:05,CHICAGO,60632,F,40,DEPLOYMENT UNKNOWN,NO INDICATION OF INJURY,REFUSED,NONE,23,30,5,7
O1389439,2,7/30/2022 23:20,CHICAGO,60619,F,43,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,ROSELAND,IMPROPER PASSING,23,30,5,7
O1389462,2,7/30/2022 23:29,CHICAGO,60612,M,41,DID NOT DEPLOY,"REPORTED, NOT EVIDENT",COOK COUNTY/ STROGER,FOLLOWED TOO CLOSELY,23,30,5,7
O1389476,2,7/30/2022 23:59,CHICAGO,60804,M,36,DID NOT DEPLOY,NONINCAPACITATING INJURY,MERCY HOSPITAL,NONE,23,30,5,7
O1389477,2,7/30/2022 23:59,CHICAGO,60622,F,49,DID NOT DEPLOY,INCAPACITATING INJURY,MERCY HOSPITAL,NONE,23,30,5,7
O1389471,2,7/31/2022 0:33,CHICAGO,60651,M,35,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,JOHN H. STROGER,DISREGARDED CONTROL DEVICES,0,31,6,7
O1389495,2,7/31/2022 3:41,CHICAGO,60625,M,27,DEPLOYMENT UNKNOWN,NO INDICATION OF INJURY,REFUSED,OTHER,3,31,6,7
O1389527,2,7/31/2022 4:12,CHICAGO,60641,M,28,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,IMPROPER LANE CHANGE,4,31,6,7
O1389528,2,7/31/2022 4:12,CHICAGO,60634,F,31,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,NONE,4,31,6,7
O1399282,2,7/31/2022 4:13,CHICAGO,60707,M,30,"DEPLOYED, COMBINATION",NO INDICATION OF INJURY,REFUSED,OTHER,4,31,6,7
O1390121,2,7/31/2022 4:25,CHICAGO,60617,M,34,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,NORTHWESTERN HOSP,OVERCORRECTED,4,31,6,7
O1389521,2,7/31/2022 4:50,CHICAGO,60629,M,37,"DEPLOYED, COMBINATION",NO INDICATION OF INJURY,REFUSED,UNKNOWN,4,31,6,7
O1389522,2,7/31/2022 4:50,CHICAGO,60636,F,45,"DEPLOYED, COMBINATION",NO INDICATION OF INJURY,REFUSED,UNKNOWN,4,31,6,7
O1389562,2,7/31/2022 6:51,CHICAGO,60617,M,48,"DEPLOYED, FRONT",INCAPACITATING INJURY,UNIVERSITY OF CHICAGO,NONE,6,31,6,7
O1389641,2,7/31/2022 7:35,CHICAGO,60628,F,39,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,STROGER,TOO FAST FOR CONDITIONS,7,31,6,7
O1389609,2,7/31/2022 8:40,CHICAGO,60610,F,42,"DEPLOYED, FRONT",NO INDICATION OF INJURY,REFUSED,OTHER,8,31,6,7
O1389645,2,7/31/2022 9:48,CHICAGO,60638,F,29,"DEPLOYED, SIDE",NO INDICATION OF INJURY,DNA,FAILED TO YIELD,9,31,6,7
O1389646,2,7/31/2022 9:48,CHICAGO,60609,F,87,DID NOT DEPLOY,NO INDICATION OF INJURY,DNA,NONE,9,31,6,7
O1389704,2,7/31/2022 11:05,CHICAGO,60625,F,26,NOT APPLICABLE,NO INDICATION OF INJURY,NO INURY REPORTED,FOLLOWED TOO CLOSELY,11,31,6,7
O1389771,2,7/31/2022 11:45,CHICAGO,60645,M,46,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,11,31,6,7
O1395830,2,7/31/2022 12:20,CHICAGO,60639,M,43,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,12,31,6,7
O1389746,2,7/31/2022 12:26,CHICAGO,60634,M,16,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,NONE,12,31,6,7
O1389794,2,7/31/2022 13:10,CHICAGO,60629,F,65,DEPLOYMENT UNKNOWN,NONINCAPACITATING INJURY,MACNEAL,NONE,13,31,6,7
O1389803,2,7/31/2022 13:46,CHICAGO,60644,M,33,NOT APPLICABLE,NONINCAPACITATING INJURY,REFUSED,OTHER,13,31,6,7
O1389851,2,7/31/2022 15:11,CHICAGO,60804,M,60,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,UNKNOWN,15,31,6,7
O1389948,2,7/31/2022 16:10,CHICAGO,60625,F,30,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,FAILED TO YIELD,16,31,6,7
O1389939,2,7/31/2022 17:22,CHICAGO,60629,M,53,"DEPLOYED, FRONT",INCAPACITATING INJURY,U OF C,UNKNOWN,17,31,6,7
O1390026,2,7/31/2022 18:15,CHICAGO,60608,M,37,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,FAILED TO YIELD,18,31,6,7
O1390016,2,7/31/2022 18:49,CHICAGO,60624,M,43,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,UNKNOWN,18,31,6,7
O1390010,2,7/31/2022 19:05,CHICAGO,60619,M,73,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,NONE,19,31,6,7
O1390009,2,7/31/2022 19:05,CHICAGO,60628,F,84,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,FOLLOWED TOO CLOSELY,19,31,6,7
O1390096,2,7/31/2022 19:29,CHICAGO,60612,M,23,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,ROSELAND COMMUNITY HOSPITAL,IMPROPER BACKING,19,31,6,7
O1390047,2,7/31/2022 20:05,CHICAGO,60643,F,99,"DEPLOYED, SIDE",NO INDICATION OF INJURY,NO INJURIES REPORTED,DISREGARDED CONTROL DEVICES,20,31,6,7
O1390050,2,7/31/2022 20:05,CHICAGO,60621,M,28,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,NONE,NONE,20,31,6,7
O1390074,2,7/31/2022 22:10,CHICAGO,60646,M,18,"DEPLOYED, FRONT",NO INDICATION OF INJURY,REFUSED,UNKNOWN,22,31,6,7
O1390202,2,7/31/2022 23:07,CHICAGO,60617,F,41,"DEPLOYED, COMBINATION",INCAPACITATING INJURY,UNIVERSITY OF CHICAGO MEDICAL CENTER,FAILED TO YIELD,23,31,6,7
O1390137,2,7/31/2022 23:28,CHICAGO,60645,M,42,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,COMMUNITY FIRST,NONE,23,31,6,7
O1390176,2,7/31/2022 23:32,CHICAGO,60645,M,30,"DEPLOYED, COMBINATION",INCAPACITATING INJURY,UNIVERSITY OF CHICAGO,NONE,23,31,6,7
O1390150,2,8/1/2022 0:23,CHICAGO,60643,M,29,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,REFUSED,NONE,0,1,0,8
O1390167,2,8/1/2022 0:38,CHICAGO,60628,F,22,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,UNIVERSITY OF CHICAGO,UNKNOWN,0,1,0,8
O1390168,2,8/1/2022 0:38,CHICAGO,60619,F,28,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,REFUSED,UNKNOWN,0,1,0,8
O1390260,2,8/1/2022 2:30,CHICAGO,60638,F,27,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,UNKNOWN,2,1,0,8
O1390196,2,8/1/2022 2:36,CHICAGO,60643,F,26,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,ST. BERNARD,UNKNOWN,2,1,0,8
O1390197,2,8/1/2022 2:36,CHICAGO,60637,F,20,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,ST.BERNARD,UNKNOWN,2,1,0,8
O1390184,2,8/1/2022 3:33,CHICAGO,60626,M,27,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,OTHER,3,1,0,8
O1390227,2,8/1/2022 5:35,CHICAGO,60628,F,50,DEPLOYMENT UNKNOWN,NO INDICATION OF INJURY,REFUSED,UNKNOWN,5,1,0,8
O1390223,2,8/1/2022 6:20,CHICAGO,60609,F,37,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,HOLY CROSS,OVERCORRECTED,6,1,0,8
O1390210,2,8/1/2022 6:45,CHICAGO,60634,M,53,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,NONE,6,1,0,8
O1390233,2,8/1/2022 8:23,CHICAGO,60608,M,37,DID NOT DEPLOY,NO INDICATION OF INJURY,99,NONE,8,1,0,8
O1390241,2,8/1/2022 8:55,CHICAGO,60652,F,80,DID NOT DEPLOY,INCAPACITATING INJURY,CHRIST,OTHER,8,1,0,8
O1390274,2,8/1/2022 10:17,CHICAGO,60652,M,46,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,FAILED TO YIELD,10,1,0,8
O1390275,2,8/1/2022 10:17,CHICAGO,60657,F,61,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,NONE,10,1,0,8
O1390304,2,8/1/2022 10:30,CHICAGO,60632,M,60,NOT APPLICABLE,NO INDICATION OF INJURY,DNA,IMPROPER TURN,10,1,0,8
O1390305,2,8/1/2022 10:30,CHICAGO,60652,F,25,NOT APPLICABLE,NO INDICATION OF INJURY,DNA,NONE,10,1,0,8
O1390858,2,8/1/2022 11:00,CHICAGO,60653,M,24,DID NOT DEPLOY,INCAPACITATING INJURY,STROGER,NONE,11,1,0,8
O1390314,2,8/1/2022 11:16,CHICAGO,60632,M,53,NOT APPLICABLE,NO INDICATION OF INJURY,DNA,IMPROPER PASSING,11,1,0,8
O1390315,2,8/1/2022 11:16,CHICAGO,60632,F,48,DID NOT DEPLOY,NO INDICATION OF INJURY,DNA,IMPROPER TURN,11,1,0,8
O1390374,2,8/1/2022 11:50,CHICAGO,60634,M,32,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,UNKNOWN,11,1,0,8
O1390400,2,8/1/2022 11:56,CHICAGO,60653,M,61,NOT APPLICABLE,NONINCAPACITATING INJURY,REFUSED EMS ON SCENE,WRONG WAY/SIDE,11,1,0,8
O1390401,2,8/1/2022 11:56,CHICAGO,60619,F,56,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,REFUSED EMS ON SCENE,NONE,11,1,0,8
O1390393,2,8/1/2022 12:12,CHICAGO,60620,M,20,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,ST BERNARDS,NONE,12,1,0,8
O1390866,2,8/1/2022 13:40,CHICAGO,60612,F,21,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,13,1,0,8
O1390514,2,8/1/2022 13:47,CHICAGO,60644,F,30,DID NOT DEPLOY,NO INDICATION OF INJURY,DECLINED,NONE,13,1,0,8
O1390555,2,8/1/2022 16:00,CHICAGO,60609,M,16,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,16,1,0,8
O1390611,2,8/1/2022 16:50,CHICAGO,60652,M,44,"DEPLOYED, FRONT",NO INDICATION OF INJURY,REFUSED,FOLLOWED TOO CLOSELY,16,1,0,8
O1390672,2,8/1/2022 17:45,CHICAGO,60649,M,51,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,OTHER,17,1,0,8
O1390673,2,8/1/2022 17:45,CHICAGO,60609,M,26,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,17,1,0,8
O1390717,2,8/1/2022 18:00,CHICAGO,60608,M,59,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,UNKNOWN,18,1,0,8
O1390679,2,8/1/2022 18:06,CHICAGO,60656,M,30,DID NOT DEPLOY,NO INDICATION OF INJURY,NONE,NONE,18,1,0,8
O1390680,2,8/1/2022 18:06,CHICAGO,60646,F,42,NOT APPLICABLE,NO INDICATION OF INJURY,NONE,NONE,18,1,0,8
O1390689,2,8/1/2022 18:08,CHICAGO,60651,M,32,DID NOT DEPLOY,NO INDICATION OF INJURY,DNA,IMPROPER PASSING,18,1,0,8
O1390755,2,8/1/2022 19:10,CHICAGO,60641,M,40,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,UNKNOWN,19,1,0,8
O1390825,2,8/1/2022 21:00,CHICAGO,60628,F,30,DEPLOYMENT UNKNOWN,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,21,1,0,8
O1390793,2,8/1/2022 23:00,CHICAGO,60660,M,61,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,IMPROPER TURN,23,1,0,8
O1390794,2,8/1/2022 23:00,CHICAGO,60629,M,19,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,23,1,0,8
O1390841,2,8/1/2022 23:19,CHICAGO,60620,M,18,"DEPLOYED, COMBINATION","REPORTED, NOT EVIDENT",CHRIST,FAILED TO YIELD,23,1,0,8
O1390833,2,8/2/2022 0:42,CHICAGO,60632,F,20,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,FOLLOWED TOO CLOSELY,0,2,1,8
O1390834,2,8/2/2022 0:42,CHICAGO,60609,M,62,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED EMS,NONE,0,2,1,8
O1391408,2,8/2/2022 1:30,CHICAGO,60639,M,25,"DEPLOYED, COMBINATION",INCAPACITATING INJURY,NORTHWESTERN,OTHER,1,2,1,8
O1390878,2,8/2/2022 4:50,CHICAGO,60651,F,24,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,WRONG WAY/SIDE,4,2,1,8
O1390879,2,8/2/2022 4:50,CHICAGO,60651,M,38,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,UNKNOWN,4,2,1,8
O1393813,2,8/2/2022 5:00,CHICAGO,60615,M,52,DEPLOYMENT UNKNOWN,INCAPACITATING INJURY,SAINT BENARD HOSPITAL,UNKNOWN,5,2,1,8
O1390863,2,8/2/2022 6:15,CHICAGO,60651,M,31,DID NOT DEPLOY,NO INDICATION OF INJURY,DECLINED,NONE,6,2,1,8
O1390864,2,8/2/2022 6:15,CHICAGO,60639,M,30,DID NOT DEPLOY,NO INDICATION OF INJURY,DECLINED,NONE,6,2,1,8
O1390893,2,8/2/2022 7:50,CHICAGO,60652,M,38,NOT APPLICABLE,NONINCAPACITATING INJURY,DNA,NONE,7,2,1,8
O1391016,2,8/2/2022 10:49,CHICAGO,60616,M,38,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,DISREGARDED CONTROL DEVICES,10,2,1,8
O1391017,2,8/2/2022 10:49,CHICAGO,60609,M,19,NOT APPLICABLE,"REPORTED, NOT EVIDENT",REFUSED,NONE,10,2,1,8
O1390979,2,8/2/2022 11:13,CHICAGO,60618,M,74,DID NOT DEPLOY,NO INDICATION OF INJURY,99,FAILED TO YIELD,11,2,1,8
O1390980,2,8/2/2022 11:13,CHICAGO,60613,F,64,DID NOT DEPLOY,NO INDICATION OF INJURY,99,NONE,11,2,1,8
O1391048,2,8/2/2022 11:25,CHICAGO,60624,F,42,"DEPLOYED, COMBINATION","REPORTED, NOT EVIDENT",REFUSED,NONE,11,2,1,8
O1391076,2,8/2/2022 12:25,CHICAGO,60614,F,53,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,12,2,1,8
O1391099,2,8/2/2022 12:38,CHICAGO,60623,F,34,DEPLOYMENT UNKNOWN,NO INDICATION OF INJURY,DNA,FAILED TO YIELD,12,2,1,8
O1391113,2,8/2/2022 13:00,CHICAGO,60632,M,29,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED AT DESK,FOLLOWED TOO CLOSELY,13,2,1,8
O1391114,2,8/2/2022 13:00,CHICAGO,60622,F,49,NOT APPLICABLE,NO INDICATION OF INJURY,NOT PRESENT AT THE TIME OF REPORT,NONE,13,2,1,8
O1391051,2,8/2/2022 13:00,CHICAGO,60640,M,46,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,OTHER,13,2,1,8
O1391052,2,8/2/2022 13:00,CHICAGO,60660,M,34,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,NONE,13,2,1,8
O1391097,2,8/2/2022 13:00,CHICAGO,60628,F,54,DID NOT DEPLOY,NO INDICATION OF INJURY,DNA,IMPROPER PASSING,13,2,1,8
O1391144,2,8/2/2022 14:30,CHICAGO,60659,M,35,NOT APPLICABLE,NO INDICATION OF INJURY,DECLINED,NONE,14,2,1,8
O1393345,2,8/2/2022 15:40,CHICAGO,60643,M,69,DID NOT DEPLOY,"REPORTED, NOT EVIDENT",DNA,NONE,15,2,1,8
O1391141,2,8/2/2022 15:45,CHICAGO,60632,F,36,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,FAILED TO YIELD,15,2,1,8
O1391142,2,8/2/2022 15:45,CHICAGO,60616,M,36,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,15,2,1,8
O1391174,2,8/2/2022 16:25,CHICAGO,60641,M,29,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,OTHER,16,2,1,8
O1391175,2,8/2/2022 16:25,CHICAGO,60623,M,23,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,16,2,1,8
O1391660,2,8/2/2022 16:30,CHICAGO,60608,F,19,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED AT DESK,NONE,16,2,1,8
O1391361,2,8/2/2022 16:57,CHICAGO,60625,M,41,DID NOT DEPLOY,NONINCAPACITATING INJURY,SWEDISH HOSPITAL,OTHER,16,2,1,8
O1391271,2,8/2/2022 17:44,CHICAGO,60608,F,59,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,17,2,1,8
O1392944,2,8/2/2022 17:55,CHICAGO,60612,M,28,"DEPLOYED, COMBINATION",INCAPACITATING INJURY,ST. MARY,NONE,17,2,1,8
O1391292,2,8/2/2022 17:57,CHICAGO,60621,M,18,"DEPLOYED, COMBINATION","REPORTED, NOT EVIDENT",COOK COUNTY HOSPITAL,IMPROPER BACKING,17,2,1,8
O1391293,2,8/2/2022 17:57,CHICAGO,60638,M,22,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,NONE,17,2,1,8
O1391295,2,8/2/2022 17:57,CHICAGO,60653,M,43,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,17,2,1,8
O1403340,2,8/2/2022 18:10,CHICAGO,60615,M,19,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,UNKNOWN,18,2,1,8
O1392020,2,8/2/2022 19:30,CHICAGO,60616,M,33,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED-NO INJURIES,NONE,19,2,1,8
O1391475,2,8/3/2022 0:30,CHICAGO,60659,M,39,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,0,3,2,8
O1391487,2,8/3/2022 1:00,CHICAGO,60620,F,24,NOT APPLICABLE,NO INDICATION OF INJURY,NONE,IMPROPER PASSING,1,3,2,8
O1391516,2,8/3/2022 6:50,CHICAGO,60617,M,50,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,UNKNOWN,6,3,2,8
O1391555,2,8/3/2022 7:00,CHICAGO,60612,M,32,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,OTHER,7,3,2,8
O1391557,2,8/3/2022 7:00,CHICAGO,60622,M,32,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,7,3,2,8
O1391538,2,8/3/2022 7:20,CHICAGO,60643,F,29,NOT APPLICABLE,"REPORTED, NOT EVIDENT",HOLY CROSS HOSPITAL,UNKNOWN,7,3,2,8
O1391608,2,8/3/2022 8:37,CHICAGO,60636,M,68,DID NOT DEPLOY,NONINCAPACITATING INJURY,SOUTH SHORE,IMPROPER PARKING,8,3,2,8
O1391553,2,8/3/2022 8:47,CHICAGO,60628,M,28,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED MEDICAL ATTENTION,IMPROPER BACKING,8,3,2,8
O1391602,4,8/3/2022 10:00,CHICAGO,60630,M,37,NOT APPLICABLE,"REPORTED, NOT EVIDENT",INSIGHT HOSPITAL & MEDICAL CENTER CHICAGO,NONE,10,3,2,8
O1393302,2,8/3/2022 10:50,CHICAGO,60637,M,20,DID NOT DEPLOY,NONINCAPACITATING INJURY,TRINITY,FAILED TO YIELD,10,3,2,8
O1391627,2,8/3/2022 11:00,CHICAGO,60614,M,42,DID NOT DEPLOY,NO INDICATION OF INJURY,DNA,NONE,11,3,2,8
O1391612,2,8/3/2022 11:13,CHICAGO,60625,F,27,DID NOT DEPLOY,NO INDICATION OF INJURY,DNA,FOLLOWED TOO CLOSELY,11,3,2,8
O1391613,2,8/3/2022 11:13,CHICAGO,60641,M,76,DID NOT DEPLOY,NO INDICATION OF INJURY,DNA,NONE,11,3,2,8
O1391781,2,8/3/2022 11:34,CHICAGO,60620,F,41,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,LITTLE COMPANY OF MARY,NONE,11,3,2,8
O1391708,2,8/3/2022 12:41,CHICAGO,60629,F,41,DID NOT DEPLOY,NONINCAPACITATING INJURY,LITTLE COMPANY OF MARY HOSPITAL,EMERGENCY VEHICLE ON CALL,12,3,2,8
O1391709,2,8/3/2022 12:41,CHICAGO,60629,F,18,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED MED ATTENTION ON SCENE,NONE,12,3,2,8
O1392117,2,8/3/2022 13:15,CHICAGO,60636,M,23,DID NOT DEPLOY,NO INDICATION OF INJURY,DNA,FOLLOWED TOO CLOSELY,13,3,2,8
O1392118,2,8/3/2022 13:15,CHICAGO,60643,M,47,DID NOT DEPLOY,NO INDICATION OF INJURY,DNA,NONE,13,3,2,8
O1391791,2,8/3/2022 14:53,CHICAGO,60639,M,60,DID NOT DEPLOY,NO INDICATION OF INJURY,N.A,FAILED TO YIELD,14,3,2,8
O1391854,2,8/3/2022 16:04,CHICAGO,60629,F,19,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,UNKNOWN,16,3,2,8
O1391855,2,8/3/2022 16:04,CHICAGO,60629,M,48,"DEPLOYED, COMBINATION",NO INDICATION OF INJURY,REFUSED,NONE,16,3,2,8
O1391870,2,8/3/2022 16:06,CHICAGO,60634,M,73,DEPLOYMENT UNKNOWN,NO INDICATION OF INJURY,REFUSED,IMPROPER TURN,16,3,2,8
O1391990,2,8/3/2022 18:30,CHICAGO,60608,F,26,DEPLOYMENT UNKNOWN,NONINCAPACITATING INJURY,REFUSED,NONE,18,3,2,8
O1392038,2,8/3/2022 18:55,CHICAGO,60621,M,52,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,ROSELAND HOSPITAL,NONE,18,3,2,8
O1392045,2,8/3/2022 21:15,CHICAGO,60649,M,27,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,SOUTH SHORE HOSPITAL,UNKNOWN,21,3,2,8
O1392046,2,8/3/2022 21:15,CHICAGO,60649,F,28,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,SOUTH SHORE HOSPITAL,UNKNOWN,21,3,2,8
O1392047,2,8/3/2022 21:20,CHICAGO,60626,F,34,DID NOT DEPLOY,NO INDICATION OF INJURY,DOES NOT APPLY,FAILED TO YIELD,21,3,2,8
O1392048,2,8/3/2022 21:20,CHICAGO,60634,M,54,DID NOT DEPLOY,NO INDICATION OF INJURY,DOES NOT APPLY,FAILED TO YIELD,21,3,2,8
O1392064,2,8/3/2022 21:30,CHICAGO,60707,F,36,DID NOT DEPLOY,NO INDICATION OF INJURY,99,IMPROPER PASSING,21,3,2,8
O1392033,2,8/3/2022 21:53,CHICAGO,60609,M,21,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,UNIVERSITY OF CHICAGO,DISREGARDED CONTROL DEVICES,21,3,2,8
O1392257,2,8/3/2022 23:50,CHICAGO,60651,M,44,DID NOT DEPLOY,"REPORTED, NOT EVIDENT",NORTHWESTERN HOSP,NONE,23,3,2,8
O1395725,2,8/4/2022 2:00,CHICAGO,60645,M,36,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,OTHER,2,4,3,8
O1393224,2,8/4/2022 7:10,CHICAGO,60615,M,58,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,U OF C,UNKNOWN,7,4,3,8
O1393225,2,8/4/2022 7:10,CHICAGO,60617,F,40,DID NOT DEPLOY,NO INDICATION OF INJURY,NONE,UNKNOWN,7,4,3,8
O1392306,2,8/4/2022 7:15,CHICAGO,60707,M,48,NOT APPLICABLE,NO INDICATION OF INJURY,DNA,FAILED TO YIELD,7,4,3,8
O1392307,2,8/4/2022 7:15,CHICAGO,60651,M,56,NOT APPLICABLE,NONINCAPACITATING INJURY,DNA,NONE,7,4,3,8
